"rater","rating","language","category","list","study","filename","ideophone"
"N041",2.4,"Korean","Shape","A","Language","korean_30_shape","tunggŭltunggŭl"
"N048",2.2,"Korean","Shape","A","Language","korean_30_shape","tunggŭltunggŭl"
"N051",3.6,"Korean","Shape","A","Language","korean_30_shape","tunggŭltunggŭl"
"N055",3,"Korean","Shape","A","Language","korean_30_shape","tunggŭltunggŭl"
"N058",1,"Korean","Shape","A","Language","korean_30_shape","tunggŭltunggŭl"
"N061",2.1,"Korean","Shape","A","Language","korean_30_shape","tunggŭltunggŭl"
"N064",2,"Korean","Shape","A","Language","korean_30_shape","tunggŭltunggŭl"
"N068",4.1,"Korean","Shape","A","Language","korean_30_shape","tunggŭltunggŭl"
"N072",3.9,"Korean","Shape","A","Language","korean_30_shape","tunggŭltunggŭl"
"N003",1,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N005",1.4,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N010",1.9,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N012",2.8,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N017",1,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N021",2.2,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N023",2,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N029",1,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N031",1,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N041",1.6,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N048",2.1,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N051",2,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N055",1,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N058",1.7,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N061",1.8,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N064",1,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N068",5,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N072",3.2,"Korean","Shape","A","Language","korean_31_shape","t'aengt'aeng"
"N003",3,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N005",3.3,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N010",1.6,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N012",2.3,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N017",1.1,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N021",4.3,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N023",2.5,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N029",1.9,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N031",1.7,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N041",1.6,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N048",3.7,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N051",4.1,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N055",4.1,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N058",4.1,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N061",4.3,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N064",1,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N068",4.1,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N072",3.2,"Korean","ColorVisual","A","Language","korean_38_color",NA
"N003",1,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N005",1.3,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N010",3.6,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N012",3.9,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N017",3,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N021",4.1,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N023",2,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N029",1,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N031",4,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N041",2.2,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N048",4.1,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N051",4.6,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N055",3.4,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N058",2.5,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N061",3.1,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N064",1.9,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N068",3,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N072",2.2,"Korean","ColorVisual","A","Language","korean_39_color",NA
"N003",3.3,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N005",3.3,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N010",4,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N012",4,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N017",5,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N021",5,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N023",3.9,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N029",2.5,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N031",3.4,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N041",4.5,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N048",4.4,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N051",4.3,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N055",5,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N058",3.7,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N061",5,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N064",2,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N068",5,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N072",4.1,"Semai","Sound","A","Language","semai_25_sound","hõõ(õõ)s"
"N003",1,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N005",1.5,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N010",1.2,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N012",1.9,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N017",1,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N021",1,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N023",1.4,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N029",1,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N031",2.4,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N041",2.2,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N048",2.4,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N051",3.1,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N055",2.2,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N058",1.5,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N061",4.6,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N064",1,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N068",1,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N072",2.1,"Semai","Texture","A","Language","semai_15_texture","brihɔ̃c"
"N003",1,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N005",3.3,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N010",4.4,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N012",3.8,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N017",4,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N021",1.3,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N023",3.4,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N029",4,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N031",4.9,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N041",5,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N048",3.6,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N051",4.6,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N055",5,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N058",3.3,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N061",4.2,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N064",3,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N068",4.9,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N072",3.6,"Semai","Motion","A","Language","semai_12_motion","ɟtoonɟtoonɟtoon"
"N003",1,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N005",2,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N010",1.1,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N012",2.1,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N017",1,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N021",1.8,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N023",1.3,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N029",2.9,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N031",1.6,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N041",3.7,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N048",1,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N051",2.4,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N055",1,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N058",1.5,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N061",1,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N064",1,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N068",1,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N072",2.5,"Semai","Shape","A","Language","semai_31_shape","baŋʔis"
"N003",1,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N005",1,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N010",1,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N012",2.1,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N017",1,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N021",1.6,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N023",1.5,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N029",1,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N031",1,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N041",1.5,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N048",2.3,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N051",2.7,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N055",1,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N058",1,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N061",5,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N064",1,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N068",1,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N072",2.3,"Semai","ColorVisual","A","Language","semai_2_color",NA
"N003",1,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N005",3.6,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N010",4,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N012",2.3,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N017",2,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N021",3.5,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N023",3.7,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N029",3,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N031",4.3,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N041",1.8,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N048",3.9,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N051",2.4,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N055",4.9,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N058",2.4,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N061",4.6,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N064",2.9,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N068",1.2,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N072",4,"Semai","Sound","A","Language","semai_26_sound","korrrr"
"N003",1,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N005",3.6,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N010",1.8,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N012",2.1,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N017",2,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N021",1.6,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N023",1.5,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N029",3,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N031",2.7,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N041",1,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N048",2.2,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N051",3,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N055",2,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N058",3.5,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N061",4.2,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N064",3,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N068",1.1,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N072",3.4,"Semai","Texture","A","Language","semai_17_texture","craliiŋ"
"N003",1,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N005",1.5,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N010",3.7,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N012",2.1,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N017",2,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N021",1.6,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N023",1.8,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N029",1,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N031",1.9,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N041",1.9,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N048",3.7,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N051",4.2,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N055",4.1,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N058",3.2,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N061",1.7,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N064",1,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N068",1,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N072",2.8,"Semai","Motion","A","Language","semai_14_motion","rlajɨɨp"
"N003",1,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N005",3.1,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N010",1,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N012",2.1,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N017",4,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N021",1,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N023",1.9,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N029",1,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N031",1.3,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N041",2.7,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N048",1.7,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N051",2.2,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N055",4,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N058",2.4,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N061",5,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N064",1,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N068",1,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N072",2.1,"Semai","Shape","A","Language","semai_38_shape","slaɟɒɒr"
"N003",2,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N005",4.6,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N010",1.4,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N012",2.5,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N017",1,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N021",5,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N023",3.6,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N029",2,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N031",3.3,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N041",3.8,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N048",2.6,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N051",2.1,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N055",5,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N058",3.8,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N061",5,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N064",3.1,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N068",4.1,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N072",1.5,"Japanese","Sound","A","Language","japanese_1_sound","wan wan"
"N003",3,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N005",4.4,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N010",2.5,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N012",3.9,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N017",1,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N021",5,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N023",2.9,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N029",5,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N031",4.8,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N041",1.8,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N048",2.7,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N051",4.9,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N055",1,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N058",3.5,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N061",5,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N064",2,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N068",4.9,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N072",3.1,"Japanese","Texture","A","Language","japanese_12_texture","fuwafuwa"
"N003",1,"Japanese","Motion","A","Language","japanese_27_motion","daradara"
"N005",1.9,"Japanese","Motion","A","Language","japanese_27_motion","daradara"
"N010",1.2,"Japanese","Motion","A","Language","japanese_27_motion","daradara"
"N012",2.4,"Japanese","Motion","A","Language","japanese_27_motion","daradara"
"N017",1,"Japanese","Motion","A","Language","japanese_27_motion","daradara"
"N021",1.8,"Japanese","Motion","A","Language","japanese_27_motion","daradara"
"N023",1.7,"Japanese","Motion","A","Language","japanese_27_motion","daradara"
"N029",1,"Japanese","Motion","A","Language","japanese_27_motion","daradara"
"N031",1.4,"Japanese","Motion","A","Language","japanese_27_motion","daradara"
"N041",1,"Japanese","Motion","A","Language","japanese_27_motion","daradara"
"N048",1.9,"Japanese","Motion","A","Language","japanese_27_motion","daradara"
"N051",2.7,"Japanese","Motion","A","Language","japanese_27_motion","daradara"
"N055",3.5,"Japanese","Motion","A","Language","japanese_27_motion","daradara"
